accountNumber,lastName,firstName,Age,Gender,customerMDN,Address,customerCity,customerState,customerZip,customerPlan,customerPlanDesc,customer,JSESSIONID
900000634,GIBSON,ALINE,51,F,7162829462,13754 Tunitas Ranch St.,DALLAS,TX,75354,700POST5L70,700 Minute Family,SD3SL1FF700635,
900000635,MCKENZIE,CHRISTY,27,F,5448202676,1573 W Catherine Dr.,SCOTTSDALE,AZ,85252,5503L60,550 Minute Family,SD3SL1FF700636,
900000636,JOYNER,DEMETRIUS,48,M,7109625913,9568 Allspice Dr.,BOSTON,MA,2128,5503L60,550 Minute Family,SD3SL1FF700637,
900000637,SCHNEIDER,SAL,45,M,4202078791,18040 Drifters Dr.,LOUISVILLE,KY,40203,5503L60,550 Minute Family,SD3SL1FF700638,
900000638,OLSON,LUCILE,70,F,5162592449,6964 Catlins Way,SHREVEPORT,LA,71107,ULPRE50,Unlimited Prepaid,SD3SL1FF700639,
900000639,CARRILLO,BERNADINE,25,F,4478485527,15401 North Huron St.,SAN DIEGO,CA,92164,ULPOST70,Unlimited,SD3SL1FF700640,
900000640,BRIGHT,FELICIA,68,F,5218985033,1276 Southeast Darst St.,ALEXANDRIA,VA,22310,ULPOST5L120,2100 Minute Family,SD3SL1FF700641,
900000641,PALMER,LLOYD,51,M,5305945723,16549 Thursley Pkwy.,LEXINGTON,KY,40578,450POST40,450 Minute,SD3SL1FF700642,
900000642,NOBLE,JO,68,F,5687384599,16188 Del Ogier St.,JOHNSTOWN,PA,15915,700POST5L70,700 Minute Family,SD3SL1FF700643,
900000643,PEARSON,LORENZO,54,M,3773827441,2838 Wearside Ln.,TOLEDO,OH,43614,5503L60,550 Minute Family,SD3SL1FF700644,
900000644,WEBSTER,SHERYL,70,F,6745417975,872 Terryll Ave.,ALBANY,NY,12230,900POST60,900 Minute,SD3SL1FF700645,
900000645,GILL,MASON,56,M,7736577417,12732 Rainwood Dr.,WASHINGTON,DC,20222,5503L60,550 Minute Family,SD3SL1FF700646,
900000646,JORDAN,RODRICK,53,M,7046199993,12681 W Clearwater Ln.,JEFFERSON CITY,MO,65111,ULPRE50,Unlimited Prepaid,SD3SL1FF700647,
900000647,MEYERS,PATSY,64,F,7077663557,16094 Howes Brook St.,MEMPHIS,TN,38117,900POST60,900 Minute,SD3SL1FF700648,
900000648,TALLEY,EMILIA,60,F,8473774484,3452 Tinkers St.,MARTINSBURG,WV,25429,ULPRE50,Unlimited Prepaid,SD3SL1FF700649,
900000649,GUTIERREZ,HARRISON,57,M,6667576302,10449 Five Mile River Ln.,CARLSBAD,CA,92013,700POST5L70,700 Minute Family,SD3SL1FF700650,
900000650,BENDER,HELENA,19,F,8238131093,15996 Deerchase Pkwy.,EVANSVILLE,IN,47719,700POST5L70,700 Minute Family,SD3SL1FF700651,
900000651,MCKENZIE,SYLVESTER,41,M,5762004714,9501 Shorthill Hwy.,FLUSHING,NY,11352,250PRE25,250 Minute Prepaid,SD3SL1FF700652,
900000652,BLACKBURN,PHILLIP,44,M,9890125780,4054 Newasa Ln.,DETROIT,MI,48279,700POST5L70,700 Minute Family,SD3SL1FF700653,
900000653,LYNCH,ROCKY,32,M,7802593750,4482 Perisher St.,OVERLAND PARK,KS,66221,250PRE25,250 Minute Prepaid,SD3SL1FF700654,
900000654,SMALL,ENID,68,F,4358175303,17053 Mason Ridge St.,MINNEAPOLIS,MN,55414,450POST40,450 Minute,SD3SL1FF700655,
900000655,BUCK,ROBERT,57,M,3104647174,7757 Polecat St.,SALT LAKE CITY,UT,84123,700POST5L70,700 Minute Family,SD3SL1FF700656,
900000656,PAUL,STEFAN,29,M,9483595114,2344 Cernon Dr.,ROANOKE,VA,24024,ULPRE50,Unlimited Prepaid,SD3SL1FF700657,
900000657,RIGGS,JOEL,49,M,2104067967,258 Shortt Ln.,DENVER,CO,80256,900POST60,900 Minute,SD3SL1FF700658,
900000658,GONZALES,THANH,22,M,5804248294,15083 Kilpatrik Dr.,PHILADELPHIA,PA,19132,700POST5L70,700 Minute Family,SD3SL1FF700659,
900000659,CANNON,ISIDRO,20,M,7544265898,15269 Hennon Dr.,ARLINGTON,VA,22246,450POST40,450 Minute,SD3SL1FF700660,
900000660,CABRERA,MARTA,56,F,5463145230,19955 Thrupp Way,CHARLESTON,WV,25328,5503L60,550 Minute Family,SD3SL1FF700661,
900000661,VAZQUEZ,MELINDA,64,F,8255190043,6061 French Lake St.,HOUSTON,TX,77019,700POST5L70,700 Minute Family,SD3SL1FF700662,
900000662,BALLARD,SHANA,65,F,5417165727,16468 Burtenshaw Dr.,ROCKVILLE,MD,20852,450POST40,450 Minute,SD3SL1FF700663,
900000663,JENKINS,KENDRICK,28,M,6448585958,11625 Dickson Dr.,MONTGOMERY,AL,36107,900POST60,900 Minute,SD3SL1FF700664,
900000664,MILES,ADELE,46,F,3869729232,939 W Hamline Service Hwy.,VANCOUVER,WA,98665,450POST40,450 Minute,SD3SL1FF700665,
900000665,CROSS,DANA,37,M,8199125668,6125 Royal Patents Ln.,ORLANDO,FL,32859,ULPRE50,Unlimited Prepaid,SD3SL1FF700666,
900000666,PEREZ,MAMIE,31,F,8259443868,13451 Stablewood Pkwy.,KANSAS CITY,KS,66106,450POST40,450 Minute,SD3SL1FF700667,
900000667,CONWAY,LINDSAY,61,F,4137157379,11491 Tresham Ln.,ROANOKE,VA,24011,700POST5L70,700 Minute Family,SD3SL1FF700668,
900000668,WEISS,DALLAS,32,M,5969386213,12947 Lippert St.,TAMPA,FL,33607,450POST40,450 Minute,SD3SL1FF700669,
900000669,BURKE,SHERRI,69,F,5756193971,18872 Artillary Blvd.,DURHAM,NC,27706,ULPRE50,Unlimited Prepaid,SD3SL1FF700670,
900000670,JENNINGS,LAUREN,32,F,7153167347,3032 Avocet St.,BATON ROUGE,LA,70823,ULPOST5L120,2100 Minute Family,SD3SL1FF700671,
900000671,HARRINGTON,NEAL,39,M,2638013899,10466 Swiftwater Pkwy.,DENVER,CO,80207,450POST40,450 Minute,SD3SL1FF700672,
900000672,MASON,MARGARITO,50,M,5679596073,10943 Elgin Hosp Service Dr.,SACRAMENTO,CA,95829,5503L60,550 Minute Family,SD3SL1FF700673,
900000673,DALTON,ANTON,61,M,2362902758,1281 Chrisman St.,GARDEN GROVE,CA,92844,ULPOST5L120,2100 Minute Family,SD3SL1FF700674,
900000674,JONES,FREDERIC,68,M,3408119100,8990 Solidarity Dr.,JACKSONVILLE,FL,32225,450POST40,450 Minute,SD3SL1FF700675,
900000675,STEPHENSON,MERLE,31,M,4509276879,14884 Falconers Ave.,COLUMBIA,SC,29211,250PRE25,250 Minute Prepaid,SD3SL1FF700676,
900000676,ROBLES,LARRY,61,M,8568908672,10609 Behoes St.,LOS ANGELES,CA,90046,700POST5L70,700 Minute Family,SD3SL1FF700677,
900000677,RUIZ,ARMANDO,63,M,3449962279,19973 Greendell Ln.,NEW YORK,NY,10087,700POST5L70,700 Minute Family,SD3SL1FF700678,
900000678,HARRINGTON,ROSENDO,41,M,6052718567,5682 N Galesburg Dr.,TAMPA,FL,33621,2100POST5L110,2100 Minute Family,SD3SL1FF700679,
900000679,LINDSAY,CARLOS,24,M,7668924410,8823 Hartlawn Ln.,DENVER,CO,80250,ULPRE2D,Unlimited Prepaid,SD3SL1FF700680,
900000680,SHAFFER,HENRIETTA,61,F,9788724591,7617 N Windham Dr.,OKLAHOMA CITY,OK,73169,ULPOST5L120,2100 Minute Family,SD3SL1FF700681,
900000681,WALLER,DIANE,40,F,8094226483,10282 Husman St.,SAINT PAUL,MN,55119,1400POST5L90,1400 Minute Family,SD3SL1FF700682,
900000682,DODSON,MITCH,26,M,9246212428,11188 Chifley Dr.,SAINT PETERSBURG,FL,33747,250PRE25,250 Minute Prepaid,SD3SL1FF700683,
900000683,FLORES,TANYA,31,F,5246102563,9944 Terminus St.,MIAMI,FL,33188,700POST5L70,700 Minute Family,SD3SL1FF700684,
900000684,GUTIERREZ,MIKE,39,M,9805346021,11427 Salas Ln.,HOLLYWOOD,FL,33027,700POST5L70,700 Minute Family,SD3SL1FF700685,
900000685,ALVAREZ,MASON,46,M,3919579022,6169 Odd Fellows Park Ave.,CHICAGO,IL,60684,ULPRE50,Unlimited Prepaid,SD3SL1FF700686,
900000686,HALL,RUSS,53,M,4423529459,1054 Gordonhurst Blvd.,SALINAS,CA,93901,250PRE25,250 Minute Prepaid,SD3SL1FF700687,
900000687,WILEY,RODERICK,68,M,3212725982,4901 Middle Hollow Blvd.,PASADENA,CA,91188,450POST40,450 Minute,SD3SL1FF700688,
900000688,MULLINS,SUZANNE,56,F,9054167653,444 Darvell St.,CHARLESTON,WV,25305,ULPRE50,Unlimited Prepaid,SD3SL1FF700689,
900000689,PALMER,LINDSEY,26,F,5594459943,3136 Elodie Hwy.,CANTON,OH,44712,ULPRE50,Unlimited Prepaid,SD3SL1FF700690,
900000690,MERCER,DAVE,65,M,6274555541,16258 Diamond Spring Way,CHARLOTTE,NC,28290,450POST40,450 Minute,SD3SL1FF700691,
900000691,STANLEY,DEANA,68,F,6304372929,16756 Marthall St.,DANBURY,CT,6813,ULPOST5L120,2100 Minute Family,SD3SL1FF700692,
900000692,KEITH,CRAIG,36,M,9482997053,15208 Doncastle Pkwy.,BALTIMORE,MD,21235,1400POST5L90,1400 Minute Family,SD3SL1FF700693,
900000693,BRIGGS,ROSEANN,63,F,4775245094,19224 Mcenelly St.,LIMA,OH,45806,900POST60,900 Minute,SD3SL1FF700694,
900000694,MASSEY,JEANINE,20,F,7866793919,7431 Macduff Pkwy.,MINNEAPOLIS,MN,55483,ULPRE50,Unlimited Prepaid,SD3SL1FF700695,
900000695,BOWEN,EDWINA,54,F,3863112490,10147 Feeley Pkwy.,ANAHEIM,CA,92850,700POST5L70,700 Minute Family,SD3SL1FF700696,
900000696,ATKINS,TERRY,36,F,8393296133,12914 Dudrow Ln.,BOCA RATON,FL,33481,900POST60,900 Minute,SD3SL1FF700697,
900000697,CUNNINGHAM,MARIAN,44,F,6983027184,9436 Fredericksburg Blvd.,MIAMI,FL,33197,ULPRE50,Unlimited Prepaid,SD3SL1FF700698,
900000698,LOWERY,SHANE,36,M,9007374355,15987 Whit Dr.,EL PASO,TX,88588,700POST5L70,700 Minute Family,SD3SL1FF700699,
900000699,SIMS,EDWIN,23,M,6037888392,12137 Dalemere Pkwy.,WASHINGTON,DC,20551,ULPRE50,Unlimited Prepaid,SD3SL1FF700700,
900000700,DYER,LENORA,36,F,4436526182,8839 Michael McGuire St.,SAINT LOUIS,MO,63127,700POST5L70,700 Minute Family,SD3SL1FF700701,
900000701,DAUGHERTY,FELIPE,58,M,8963355498,16929 Homestake Pkwy.,PITTSBURGH,PA,15234,5503L60,550 Minute Family,SD3SL1FF700702,
900000702,CASE,MALCOLM,64,M,3585157157,14511 Pollard St.,NORFOLK,VA,23541,450POST40,450 Minute,SD3SL1FF700703,
900000703,VINCENT,GRANT,49,M,9855373748,5670 Crisman St.,ORLANDO,FL,32855,ULPRE50,Unlimited Prepaid,SD3SL1FF700704,
900000704,CLARKE,WILLARD,18,M,3857766670,18139 N Inglewood Ln.,RENO,NV,89521,ULPRE50,Unlimited Prepaid,SD3SL1FF700705,
900000705,BOWMAN,TEDDY,22,M,2365764985,11565 Greenall Blvd.,JOHNSTOWN,PA,15909,ULPRE50,Unlimited Prepaid,SD3SL1FF700706,
900000706,HALE,IRVING,38,M,3066673505,6180 Loverock Ave.,PHOENIX,AZ,85070,700POST5L70,700 Minute Family,SD3SL1FF700707,
900000707,LEBLANC,CARMEN,52,F,9659813764,184 Vast Rose Dr.,VIRGINIA BEACH,VA,23462,ULPRE2D,Unlimited Prepaid,SD3SL1FF700708,
900000708,MCCALL,PAIGE,59,F,7751722830,11599 E Comstock Hwy.,FRANKFORT,KY,40603,1400POST5L90,1400 Minute Family,SD3SL1FF700709,
900000709,BLEVINS,TRUDY,62,F,3467384319,3288 N Newgard St.,BRONX,NY,10460,700POST5L70,700 Minute Family,SD3SL1FF700710,
900000710,POTTER,ROBBIE,70,F,8462283166,16580 MacArthur St.,EVERETT,WA,98204,ULPRE50,Unlimited Prepaid,SD3SL1FF700711,
900000711,SNYDER,JENNIE,49,F,8705316623,10089 Kyne Way,AUSTIN,TX,78768,ULPRE50,Unlimited Prepaid,SD3SL1FF700712,
900000712,GREER,ROD,26,M,5314849725,19754 East Pacific Hwy.,NEW YORK,NY,10027,900POST60,900 Minute,SD3SL1FF700713,
900000713,MATHEWS,HARRIS,48,M,4394345629,16579 Vervais Ave.,ARLINGTON,VA,22203,ULPRE50,Unlimited Prepaid,SD3SL1FF700714,
900000714,RODRIQUEZ,MABEL,27,F,7745108691,6169 Siegert Pkwy.,TACOMA,WA,98424,450POST40,450 Minute,SD3SL1FF700715,
900000715,,STEVEN,24,M,5113947941,14643 Kuru Dr.,CINCINNATI,OH,45213,1400POST5L90,1400 Minute Family,SD3SL1FF700716,
900000716,PENNINGTON,BENNIE,67,M,5893318572,13841 N Broome Dr.,SPRINGFIELD,OH,45501,ULPRE50,Unlimited Prepaid,SD3SL1FF700717,
900000717,SALAS,OLIN,32,M,6476046349,15430 North Kirk Ave.,DENVER,CO,80229,ULPRE50,Unlimited Prepaid,SD3SL1FF700718,
900000718,GREER,NELSON,44,M,6003419212,9156 Husson St.,RIDGELY,MD,21684,1400POST5L90,1400 Minute Family,SD3SL1FF700719,
900000719,WHITEHEAD,NORBERTO,47,M,7539223143,4475 Shawnee Dr.,ATLANTA,GA,30388,700POST5L70,700 Minute Family,SD3SL1FF700720,
900000720,WIGGINS,LAZARO,49,M,8206905797,1858 Javins Ln.,CINCINNATI,OH,45280,250PRE25,250 Minute Prepaid,SD3SL1FF700721,
900000721,HEAD,BROCK,66,M,6174048482,3842 Chesapeake Beach Ave.,MILWAUKEE,WI,53215,900POST60,900 Minute,SD3SL1FF700722,
900000722,PERRY,EDWINA,36,F,3598694526,19969 Columbia Square Ln.,PROVIDENCE,RI,2907,ULPRE50,Unlimited Prepaid,SD3SL1FF700723,
900000723,BAKER,WALKER,48,M,2795914874,8599 Rudyard Kipling Dr.,COLUMBIA,SC,29218,450POST40,450 Minute,SD3SL1FF700724,
900000724,CRAFT,MAYRA,60,F,5246617327,16329 Brinell Dr.,LAS VEGAS,NV,89165,450POST40,450 Minute,SD3SL1FF700725,
900000725,SALAZAR,NOLAN,38,M,9259214437,18741 Gadby Dr.,ANNAPOLIS,MD,21412,900POST60,900 Minute,SD3SL1FF700726,
900000726,MADDEN,JAN,42,M,6296987225,263 Careyback Way,MESA,AZ,85212,700POST5L70,700 Minute Family,SD3SL1FF700727,
900000727,CLEMENTS,FRANCISCA,56,F,5407674671,17184 Caumsett Woods Pkwy.,INDIANAPOLIS,IN,46290,ULPRE2D,Unlimited Prepaid,SD3SL1FF700728,
900000728,SHAW,SON,44,M,4294798859,6449 Carina Dr.,JAMAICA,NY,11430,250PRE25,250 Minute Prepaid,SD3SL1FF700729,
900000729,RICHARD,BETTE,70,F,3818142038,16613 Darbydale Dr.,MEMPHIS,TN,38128,700POST5L70,700 Minute Family,SD3SL1FF700730,
900000730,HARDING,BEATRIZ,28,F,4555823124,2075 Brydges Ln.,RENO,NV,89595,450POST40,450 Minute,SD3SL1FF700731,
900000731,TATE,LEWIS,59,M,8604669757,10238 Cinnamon Tree Dr.,PHILADELPHIA,PA,19176,ULPOST70,Unlimited,SD3SL1FF700732,
900000732,BENJAMIN,KYLE,63,M,5976275526,1886 Woodbury Lakes Ln.,BRONX,NY,10475,250PRE25,250 Minute Prepaid,SD3SL1FF700733,
900000733,PERRY,LEONA,34,F,7037653431,12621 Bonnievale Ln.,FLINT,MI,48502,700POST5L70,700 Minute Family,SD3SL1FF700734,
900000734,GOMEZ,ALVA,21,M,6617159278,14593 Scharmann Ave.,PORTLAND,OR,97228,ULPRE50,Unlimited Prepaid,SD3SL1FF700735,
900000735,CABRERA,RAMON,27,M,3547675072,930 Compubil Way,FRESNO,CA,93844,2100POST5L110,2100 Minute Family,SD3SL1FF700736,
900000736,Read more at http://names.mongabay.com/most_common_surnames.htm#CyreE4PYIvmxDJ5K.99,CARSON,36,M,4455127915,5991 Durfold Pkwy.,FORT WORTH,TX,76136,250PRE25,250 Minute Prepaid,SD3SL1FF700737,
900000737,CHAVEZ,GEORGIA,45,F,7058841563,13790 Pond End Hwy.,JERSEY CITY,NJ,7305,250PRE25,250 Minute Prepaid,SD3SL1FF700738,
900000738,MONTGOMERY,GLENNA,57,F,3267723458,8369 Amsden Dr.,GREENSBORO,NC,27498,ULPRE50,Unlimited Prepaid,SD3SL1FF700739,
900000739,MORSE,CARMELO,48,M,5459951843,16981 Lomitas St.,HARTFORD,CT,6145,2100POST5L110,2100 Minute Family,SD3SL1FF700740,
900000740,KNAPP,KATHIE,51,F,3482397729,10057 South Randall Pkwy.,KINGSPORT,TN,37663,5503L60,550 Minute Family,SD3SL1FF700741,
900000741,RIVERA,IVORY,24,M,7755724468,11100 New Windsor Ave.,MEMPHIS,TN,38131,450POST40,450 Minute,SD3SL1FF700742,
900000742,SNOW,JANICE,65,F,3359227389,16026 Forestlake Ave.,NEW ORLEANS,LA,70187,900POST60,900 Minute,SD3SL1FF700743,
900000743,BENDER,ARMAND,54,M,5054027127,5172 Saint Hildas Dr.,ROCKVILLE,MD,20848,ULPRE50,Unlimited Prepaid,SD3SL1FF700744,
900000744,CARPENTER,CAMERON,36,M,8766808541,7519 Munster St.,LOS ANGELES,CA,90088,250PRE25,250 Minute Prepaid,SD3SL1FF700745,
900000745,MERCER,NATASHA,64,F,7786596106,9410 Saint Mayeul Pkwy.,TAMPA,FL,33677,ULPRE2D,Unlimited Prepaid,SD3SL1FF700746,
900000746,VELASQUEZ,LETICIA,28,F,5838859404,11450 Dugard Blvd.,DETROIT,MI,48243,ULPRE50,Unlimited Prepaid,SD3SL1FF700747,
900000747,OCHOA,JULES,58,M,7234713619,13472 W Ladd Ave.,TOLEDO,OH,43657,700POST5L70,700 Minute Family,SD3SL1FF700748,
900000748,BELL,PIERRE,67,M,2276457616,15446 Sutton Manor Blvd.,DALLAS,TX,75398,700POST5L70,700 Minute Family,SD3SL1FF700749,
900000749,BROWNING,ROYAL,39,M,4604997807,14836 Baier Ln.,CINCINNATI,OH,45269,ULPOST70,Unlimited,SD3SL1FF700750,
900000750,HARPER,HARRIS,36,M,6078185539,13325 Coleman Glen Pkwy.,SAN JOSE,CA,95164,1400POST5L90,1400 Minute Family,SD3SL1FF700751,
900000751,BANKS,CHERRY,69,F,2417875249,11297 Eleni Blvd.,COLUMBIA,SC,29230,ULPRE2D,Unlimited Prepaid,SD3SL1FF700752,
900000752,CABRERA,REBA,18,F,8396468897,2568 Laws Way,NEW YORK,NY,10081,5503L60,550 Minute Family,SD3SL1FF700753,
900000753,GLENN,ANNA,32,F,8689228740,10116 Mander St.,DECATUR,GA,30033,ULPRE50,Unlimited Prepaid,SD3SL1FF700754,
900000754,ATKINS,JULIO,50,M,5959753463,2278 Verigan Ave.,BURBANK,CA,91508,ULPRE50,Unlimited Prepaid,SD3SL1FF700755,
900000755,PICKETT,HOPE,62,F,5459323972,4697 Arakelian Ave.,TUCSON,AZ,85717,700POST5L70,700 Minute Family,SD3SL1FF700756,
900000756,SHANNON,LUCILE,41,F,2703716646,16807 Bridgeford Pkwy.,CHARLOTTE,NC,28284,450POST40,450 Minute,SD3SL1FF700757,
900000757,KLINE,MAXINE,22,F,8132119574,1927 Santa Ysabel Ln.,ORANGE,CA,92866,450POST40,450 Minute,SD3SL1FF700758,
900000758,JENNINGS,URSULA,49,F,6368228630,13611 Rushen Dr.,BERKELEY,CA,94708,1400POST5L90,1400 Minute Family,SD3SL1FF700759,
900000759,BATTLE,RACHELLE,39,F,4138529824,2999 Kempt Ln.,AUSTIN,TX,78728,700POST5L70,700 Minute Family,SD3SL1FF700760,
900000760,ATKINS,STEFANIE,32,F,9096326606,176 S Victoria St.,NORFOLK,VA,23505,2100POST5L110,2100 Minute Family,SD3SL1FF700761,
900000761,EDWARDS,MANDY,64,F,3893358502,4842 Lower Hartlip Ln.,INDIANAPOLIS,IN,46230,900POST60,900 Minute,SD3SL1FF700762,
900000762,HENDERSON,LEOPOLDO,38,M,6034207260,12853 Kathmoore Way,BOISE,ID,83727,450POST40,450 Minute,SD3SL1FF700763,
900000763,BRIDGES,STEPHEN,30,M,5496756257,16830 Sneling Ln.,HOUSTON,TX,77284,ULPOST70,Unlimited,SD3SL1FF700764,
900000764,RAYMOND,RUDOLPH,61,M,8185352022,5309 Millwright Dr.,CONCORD,CA,94519,ULPRE2D,Unlimited Prepaid,SD3SL1FF700765,
900000765,STONE,FRANCESCA,66,F,6505523594,5387 South Hazel Dr.,AKRON,OH,44372,900POST60,900 Minute,SD3SL1FF700766,
900000766,RANDALL,DOYLE,32,M,9813729730,12663 Hubble Pkwy.,SAINT LOUIS,MO,63190,250PRE25,250 Minute Prepaid,SD3SL1FF700767,
900000767,JUSTICE,STEWART,38,M,5402153664,2535 Lenzie Ln.,TOPEKA,KS,66624,ULPRE2D,Unlimited Prepaid,SD3SL1FF700768,
900000768,HICKMAN,DARNELL,25,M,3051726454,884 Wrotham Water Ave.,MINNEAPOLIS,MN,55402,450POST40,450 Minute,SD3SL1FF700769,
900000769,GOFF,PEARLIE,70,F,7214604274,19679 Gold Coast Hwy.,CRAWFORDSVILLE,IN,47938,700POST5L70,700 Minute Family,SD3SL1FF700770,
900000770,BASS,JAMIE,57,M,9199403617,15064 McWalter Pkwy.,HOUSTON,TX,77274,700POST5L70,700 Minute Family,SD3SL1FF700771,
900000771,ROWLAND,JEWELL,63,F,6332945472,11215 Beech Park Dr.,JERSEY CITY,NJ,7309,700POST5L70,700 Minute Family,SD3SL1FF700772,
900000772,FITZGERALD,VERNA,30,F,3039706307,1606 Harbern Way,WASHINGTON,DC,20566,250PRE25,250 Minute Prepaid,SD3SL1FF700773,
900000773,CARLSON,CLARA,59,F,6798212878,18173 Blays St.,CLEVELAND,OH,44198,450POST40,450 Minute,SD3SL1FF700774,
900000774,COTTON,JERROLD,43,M,6759696475,18826 Old Hopkins Pkwy.,ANDERSON,SC,29625,ULPRE2D,Unlimited Prepaid,SD3SL1FF700775,
900000775,HORTON,JOANN,42,F,9879256513,19778 E Base Line Hwy.,MIAMI,FL,33189,1400POST5L90,1400 Minute Family,SD3SL1FF700776,
900000776,MCKINNEY,LON,68,M,2383198605,4715 E Spencer Ln.,PORT CHARLOTTE,FL,33953,5503L60,550 Minute Family,SD3SL1FF700777,
900000777,HAYNES,GUILLERMO,56,M,7632873083,12113 Robin Oak Ln.,TACOMA,WA,98415,2100POST5L110,2100 Minute Family,SD3SL1FF700778,
900000778,BYERS,SADIE,25,F,3762554462,13019 Boothhaven Pkwy.,TOPEKA,KS,66652,450POST40,450 Minute,SD3SL1FF700779,
900000779,MORENO,ESTER,29,F,6418796216,1020 Nabscot Brook Pkwy.,TRENTON,NJ,8607,5503L60,550 Minute Family,SD3SL1FF700780,
900000780,FLORES,KATHRYN,34,F,2450925192,15409 Guihen Way,LONG BEACH,CA,90845,250PRE25,250 Minute Prepaid,SD3SL1FF700781,
900000781,SOLIS,HARRY,20,M,8102064199,10721 Lovatt St.,MEMPHIS,TN,38197,ULPRE50,Unlimited Prepaid,SD3SL1FF700782,
900000782,PATE,GEORGIA,40,F,2558479244,16943 Halsted St.,DALLAS,TX,75230,700POST5L70,700 Minute Family,SD3SL1FF700783,
900000783,CROSS,MAURICE,40,M,2408323178,9262 Tolverne Way,RALEIGH,NC,27617,ULPOST5L120,2100 Minute Family,SD3SL1FF700784,
900000784,KNIGHT,KAITLIN,24,F,4813026590,827 Upper Vann St.,SAINT PETERSBURG,FL,33784,2100POST5L110,2100 Minute Family,SD3SL1FF700785,
900000785,HAHN,JUDY,61,F,8594849073,8140 Mindanao Ln.,MINNEAPOLIS,MN,55448,5503L60,550 Minute Family,SD3SL1FF700786,
900000786,PUGH,TRACEY,25,F,9202483445,9668 Northeast Theresa Blvd.,CLEVELAND,OH,44105,450POST40,450 Minute,SD3SL1FF700787,
900000787,BALLARD,LEE,47,F,8647762503,3534 Winesap Blvd.,ALEXANDRIA,LA,71302,1400POST5L90,1400 Minute Family,SD3SL1FF700788,
900000788,LE,ALBERTO,42,M,4747457139,8082 Penderel St.,SARASOTA,FL,34243,ULPOST70,Unlimited,SD3SL1FF700789,
900000789,PARK,CLIFTON,48,M,5103943163,4021 Wickson Way,HUNTSVILLE,AL,35805,450POST40,450 Minute,SD3SL1FF700790,
900000790,ROY,TRACI,67,F,9235662953,11012 Edric Ln.,DES MOINES,IA,50303,ULPOST70,Unlimited,SD3SL1FF700791,
900000791,COHEN,MARK,26,M,7305148095,7310 Kenston Pkwy.,ALBUQUERQUE,NM,87104,250PRE25,250 Minute Prepaid,SD3SL1FF700792,
900000792,BARLOW,DONNIE,59,M,4537359349,4704 Abbottsford Dr.,TYLER,TX,75702,450POST40,450 Minute,SD3SL1FF700793,
900000793,PHILLIPS,JUDY,53,F,2414066964,14196 Ambon Hwy.,WASHINGTON,DC,20032,450POST40,450 Minute,SD3SL1FF700794,
900000794,CASH,JEANINE,49,F,9205584803,1391 Matcham Dr.,NEWPORT NEWS,VA,23606,250PRE25,250 Minute Prepaid,SD3SL1FF700795,
900000795,FRY,CATHY,33,F,7214643028,10292 Wentworth Dr.,OKLAHOMA CITY,OK,73189,2100POST5L110,2100 Minute Family,SD3SL1FF700796,
900000796,LARA,TANIA,62,F,5985375372,9079 Fernhill Dr.,SPARKS,NV,89435,450POST40,450 Minute,SD3SL1FF700797,
900000797,WHITAKER,ALVA,46,M,4389293369,5644 Ongley Hwy.,PITTSBURGH,PA,15201,ULPRE50,Unlimited Prepaid,SD3SL1FF700798,
900000798,CHASE,MAURICE,49,M,5982497664,6793 N Pennsylvania Hwy.,SAGINAW,MI,48608,700POST5L70,700 Minute Family,SD3SL1FF700799,
900000799,HANCOCK,DOLLY,60,F,6072687655,9028 Frank Beames Ln.,BURBANK,CA,91510,250PRE25,250 Minute Prepaid,SD3SL1FF700800,
900000800,HAWKINS,LILY,39,F,5533624448,9670 Egmont St.,JACKSONVILLE,FL,32217,ULPOST5L120,2100 Minute Family,SD3SL1FF700801,
900000801,RICHARDSON,FRAN,51,F,8892758180,19732 Gruenwald Ln.,SIOUX FALLS,SD,57194,450POST40,450 Minute,SD3SL1FF700802,
900000802,ROLLINS,MARQUIS,58,M,4122024864,4980 Back Acton Dr.,BALTIMORE,MD,21231,450POST40,450 Minute,SD3SL1FF700803,
900000803,QUINN,CONSUELO,45,F,8216657901,4198 S Wright Ln.,BATON ROUGE,LA,70810,250PRE25,250 Minute Prepaid,SD3SL1FF700804,
900000804,NASH,SONDRA,29,F,2063019497,13152 Highlands Dr.,NEW ORLEANS,LA,70170,ULPRE2D,Unlimited Prepaid,SD3SL1FF700805,
900000805,CHRISTIAN,JOSHUA,46,M,6985079129,7522 Kirschman Pkwy.,DULUTH,MN,55805,450POST40,450 Minute,SD3SL1FF700806,
900000806,SCHMIDT,ELLEN,43,F,2392942348,9710 Sunnybank Hwy.,MOBILE,AL,36663,700POST5L70,700 Minute Family,SD3SL1FF700807,
900000807,NEWTON,RANDAL,23,M,2509984628,16487 Brandy Farms Ln.,LYNN,MA,1902,900POST60,900 Minute,SD3SL1FF700808,
900000808,DODSON,LOLITA,59,F,8139185052,8555 Deedham Ave.,SAN DIEGO,CA,92102,ULPRE50,Unlimited Prepaid,SD3SL1FF700809,
900000809,STOKES,ERIN,68,F,9662503408,12031 Starting Gate Ln.,STAMFORD,CT,6927,ULPRE50,Unlimited Prepaid,SD3SL1FF700810,
